carat,cut,color,clarity,depth,table,price
0.52,Ideal,E,VS2,61.5,56.0,1760
0.51,Good,E,VS1,57.9,63.0,1760
0.63,Fair,H,VS1,57.3,62.5,1760
0.57,Ideal,F,VS2,62.1,55.0,1760
0.57,Ideal,F,VS2,62.3,55.0,1760
0.57,Premium,F,VS2,62.0,54.0,1760
0.54,Ideal,G,VS1,62.2,56.0,1760
0.54,Premium,E,VS2,60.7,56.0,1760
0.54,Very Good,E,VS2,63.1,58.0,1760
0.54,Premium,G,VS1,61.6,58.0,1760
0.54,Premium,G,VS1,61.1,60.0,1760
0.57,Premium,F,VS2,60.4,60.0,1760
0.57,Premium,F,VS2,59.5,60.0,1760
0.71,Ideal,F,I1,60.1,57.0,1761
0.58,Ideal,G,VS2,61.9,55.0,1761
0.58,Ideal,G,VS2,60.0,56.0,1761
0.56,Ideal,F,VS2,62.6,56.0,1761
0.58,Ideal,E,VS2,62.1,55.0,1761
0.51,Very Good,G,VVS2,62.2,56.0,1762
0.54,Ideal,H,VS1,60.9,55.0,1762
0.72,Fair,J,SI2,66.1,55.0,1762
0.55,Ideal,G,VS1,61.5,57.0,1763
0.7,Good,I,SI1,61.6,63.0,1763
0.7,Very Good,I,SI1,62.8,59.0,1763
0.54,Ideal,D,VS2,60.9,56.0,1763
0.54,Ideal,I,IF,62.5,55.0,1763
0.57,Premium,E,VS2,62.0,58.0,1763
0.59,Very Good,F,VS2,62.0,58.0,1764
0.71,Very Good,J,SI2,61.1,58.0,1764
0.5,Very Good,G,VVS2,62.8,57.0,1764
0.5,Good,G,VVS2,63.6,57.0,1764
0.55,Ideal,E,VS1,61.5,57.0,1764
0.7,Premium,J,VVS2,60.6,58.0,1764
0.37,Ideal,D,VVS1,61.3,56.0,1764
0.58,Ideal,H,VS1,62.3,57.0,1764
0.5,Premium,F,VS1,60.6,59.0,1764
0.72,Premium,G,SI2,59.1,61.0,1764
0.72,Premium,G,SI2,62.7,57.0,1764
0.5,Ideal,D,SI1,59.9,60.0,1764
0.54,Ideal,E,VS2,62.4,56.0,1765
0.51,Ideal,F,VS1,60.2,56.0,1765
0.5,Ideal,G,VVS2,62.1,57.0,1766
0.5,Ideal,G,VVS2,61.8,54.0,1766
0.51,Ideal,H,VVS1,62.2,56.0,1766
0.6,Ideal,H,SI1,61.4,55.0,1766
0.62,Premium,F,SI1,59.8,60.0,1766
0.53,Premium,F,VS1,59.4,58.0,1766
0.55,Ideal,E,VS2,59.3,57.0,1767
0.51,Ideal,D,VS2,60.5,56.0,1767
0.52,Very Good,E,VS1,59.6,58.0,1767
0.52,Ideal,H,VVS1,62.1,53.8,1767
0.52,Ideal,F,VS1,62.1,56.0,1767
0.7,Ideal,J,SI2,61.4,55.0,1767
0.63,Good,H,VS1,62.9,54.0,1767
0.54,Good,D,SI1,57.9,60.0,1767
0.52,Ideal,E,VS2,61.0,57.0,1767
0.52,Ideal,E,VS2,61.3,55.0,1767
0.52,Ideal,E,VS2,61.5,56.0,1767
0.55,Ideal,D,VS2,61.0,56.0,1768
0.51,Very Good,G,VVS2,60.9,56.0,1768
0.51,Very Good,G,VVS2,62.6,59.0,1768
0.5,Ideal,E,VS2,60.8,55.0,1768
0.5,Ideal,E,VS2,60.8,57.0,1768
0.66,Very Good,E,SI2,61.3,57.2,1769
0.53,Ideal,G,VS2,61.6,57.0,1769
0.51,Ideal,D,VS2,60.8,57.0,1769
0.53,Ideal,E,SI1,60.9,57.0,1769
0.53,Good,G,VVS2,64.3,58.0,1769
0.59,Premium,F,VS2,61.5,58.0,1769
0.56,Very Good,E,VS2,61.1,57.0,1770
0.56,Ideal,H,VS1,61.8,55.0,1770
0.54,Premium,D,SI1,58.3,61.0,1770
0.7,Fair,D,SI2,67.8,58.0,1770
0.54,Premium,F,VS1,60.0,59.0,1770
0.62,Premium,G,VS1,62.9,58.0,1770
0.59,Very Good,H,VVS2,61.1,57.0,1771
0.7,Good,H,SI1,64.2,58.0,1771
0.54,Good,E,VS2,60.2,61.0,1771
0.6,Premium,E,SI1,59.4,60.0,1771
0.59,Very Good,D,SI1,63.1,61.0,1771
0.58,Ideal,F,VS1,61.9,54.0,1772
0.54,Ideal,F,VS1,60.9,57.0,1772
0.6,Very Good,F,VS2,62.1,57.0,1772
0.53,Ideal,E,VS1,60.4,57.0,1772
0.6,Ideal,H,VS1,62.0,53.0,1772
0.53,Ideal,G,VS1,61.6,55.7,1772
0.6,Very Good,G,VS2,62.9,59.0,1773
0.52,Very Good,E,VS2,63.5,54.0,1773
0.61,Very Good,I,VVS2,62.0,54.4,1773
0.56,Ideal,E,VS1,61.6,56.0,1773
0.54,Premium,F,VS1,61.8,59.0,1773
0.96,Fair,H,I1,68.9,59.0,1773
0.71,Premium,I,SI1,61.7,56.0,1774
0.51,Very Good,F,VS2,58.6,58.0,1774
0.52,Premium,D,VS2,61.8,58.0,1774
0.52,Ideal,D,VS2,61.0,57.0,1774
0.52,Ideal,D,VS2,62.1,57.0,1774
0.71,Good,J,VS2,63.8,58.0,1774
0.54,Ideal,H,VVS1,61.9,54.0,1774
0.59,Ideal,G,VS2,62.1,57.0,1774
0.54,Ideal,E,VS2,61.6,56.0,1774
0.54,Ideal,F,VS1,61.1,57.0,1774
0.6,Ideal,D,SI1,61.1,57.0,1774
0.71,Good,I,SI1,63.6,63.0,1774
0.71,Good,I,SI1,60.0,64.0,1774
0.57,Premium,D,VS2,60.4,57.0,1775
0.5,Premium,E,VS1,62.8,59.0,1775
0.7,Premium,J,VS2,62.0,62.0,1775
0.53,Ideal,H,VVS1,62.2,56.0,1775
0.53,Good,D,VS1,60.2,56.0,1775
0.63,Premium,E,SI2,58.5,61.0,1775
0.7,Very Good,I,SI2,63.4,59.0,1775
0.58,Ideal,F,SI2,60.9,56.0,1776
0.53,Good,E,VS1,63.2,56.0,1776
0.53,Very Good,E,VS1,63.0,56.0,1776
0.51,Ideal,H,VVS1,61.8,55.0,1776
0.51,Ideal,H,VVS1,61.4,55.0,1776
0.53,Ideal,E,VS2,62.8,57.0,1776
0.29,Fair,F,SI1,55.8,60.0,1776
0.6,Very Good,D,SI1,62.0,55.0,1777
0.6,Very Good,D,SI1,60.3,58.0,1777
0.55,Very Good,F,VS2,61.6,56.1,1777
0.55,Very Good,F,VS2,62.1,55.4,1777
0.54,Ideal,E,SI1,60.3,57.0,1777
0.58,Good,G,VS1,59.0,62.0,1777
0.56,Very Good,D,SI1,63.1,57.0,1777
0.62,Premium,F,SI1,63.0,59.0,1777
0.9,Premium,G,I1,61.3,59.0,1777
0.62,Premium,D,SI2,62.0,59.0,1777
0.57,Ideal,E,VS2,62.1,55.0,1778
0.46,Very Good,D,VVS1,62.2,56.0,1778
0.54,Very Good,F,VS1,59.9,57.0,1778
0.51,Very Good,E,VS1,61.6,59.0,1778
0.52,Ideal,F,VS1,61.2,57.0,1778
0.52,Ideal,H,VVS1,60.4,57.0,1778
0.52,Ideal,F,VS1,62.0,57.0,1778
0.52,Ideal,F,VS1,62.3,55.0,1778
0.52,Ideal,F,VS1,62.2,55.0,1778
0.5,Very Good,F,VVS2,60.4,61.0,1778
0.52,Very Good,F,VS1,61.7,56.0,1778
0.4,Ideal,E,VVS1,61.7,55.0,1778
0.4,Ideal,E,VVS1,61.3,56.0,1778
0.54,Ideal,E,SI1,61.5,55.0,1778
0.46,Good,E,VVS2,60.7,62.0,1778
0.57,Premium,E,VS2,63.0,59.0,1778
0.53,Fair,E,VS1,62.3,67.0,1778
0.56,Ideal,F,VS2,60.8,56.0,1778
0.56,Premium,F,VS2,59.6,58.0,1778
0.5,Ideal,G,VVS2,61.0,56.0,1779
0.51,Ideal,D,VS1,62.4,57.0,1779
0.51,Ideal,D,VS1,62.5,57.0,1779
0.57,Ideal,I,IF,61.0,55.0,1779
0.47,Ideal,F,VVS1,61.9,55.0,1779
0.62,Ideal,E,SI1,62.4,53.0,1779
0.63,Ideal,D,SI1,61.1,56.0,1779
0.47,Very Good,G,VVS1,60.6,55.0,1780
0.51,Ideal,H,VS1,61.2,55.0,1780
0.66,Ideal,H,SI1,60.9,55.0,1780
0.53,Ideal,H,VVS1,60.8,56.0,1781
0.53,Ideal,H,VVS1,61.3,56.0,1781
0.53,Ideal,H,VVS1,61.3,56.0,1781
0.51,Ideal,G,VS1,62.7,54.0,1781
0.51,Ideal,G,VS1,59.7,57.0,1781
0.51,Ideal,G,VS1,62.2,55.0,1781
0.51,Ideal,G,VS1,61.0,55.0,1781
0.51,Premium,G,VS1,61.1,58.0,1781
0.51,Ideal,G,VS1,61.7,55.0,1781
0.51,Ideal,G,VS1,62.1,55.0,1781
0.51,Premium,G,VS1,62.3,58.0,1781
0.51,Premium,G,VS1,62.1,60.0,1781
0.51,Ideal,G,VS1,61.9,56.0,1781
0.51,Ideal,G,VS1,62.7,56.0,1781
0.51,Premium,G,VS1,62.9,58.0,1781
0.51,Premium,G,VS1,62.0,52.0,1781
0.51,Ideal,G,VS1,62.0,56.0,1781
0.51,Ideal,G,VS1,62.5,57.0,1781
0.51,Premium,E,VS2,60.5,56.0,1781
0.51,Premium,E,VS2,60.3,59.0,1781
0.51,Ideal,E,VS2,61.9,55.0,1781
0.51,Ideal,E,VS2,61.7,54.0,1781
0.51,Ideal,E,VS2,60.4,57.0,1781
0.51,Ideal,E,VS2,60.9,56.0,1781
0.51,Ideal,E,VS2,61.4,57.0,1781
0.51,Premium,E,VS2,61.3,58.0,1781
0.51,Premium,E,VS2,61.0,60.0,1781
0.51,Premium,E,VS2,61.7,58.0,1781
0.51,Ideal,E,VS2,61.9,56.0,1781
0.51,Ideal,E,VS2,61.8,56.0,1781
0.51,Premium,E,VS2,61.3,60.0,1781
0.51,Ideal,E,VS2,62.0,56.0,1781
0.51,Ideal,E,VS2,62.4,57.0,1781
0.51,Ideal,E,VS2,61.5,57.0,1781
0.51,Ideal,E,VS2,62.5,55.0,1781
0.51,Very Good,E,VS2,63.3,56.0,1781
0.51,Ideal,E,VS2,62.6,55.0,1781
0.51,Premium,E,VS2,61.9,59.0,1781
0.51,Premium,E,VS2,62.5,59.0,1781
0.51,Ideal,E,VS2,62.2,57.0,1781
0.51,Ideal,E,VS2,61.8,57.0,1781
0.51,Good,E,VS2,56.6,59.0,1781
0.51,Very Good,F,VS2,60.5,63.0,1781
0.51,Premium,G,VS1,62.3,59.0,1781
0.7,Ideal,J,VS1,62.2,56.0,1782
0.59,Ideal,G,SI1,61.3,56.0,1782
0.53,Ideal,D,VS2,61.4,56.0,1783
0.53,Ideal,D,VS2,61.0,56.0,1783
0.53,Premium,D,VS2,62.4,59.0,1783
0.53,Ideal,D,VS2,60.9,57.0,1783
0.59,Ideal,D,SI1,61.4,55.0,1783
0.71,Good,E,SI2,57.5,58.0,1783
0.71,Good,E,SI2,57.5,58.0,1783
0.5,Very Good,G,VVS2,61.6,58.0,1784
0.59,Very Good,F,VS2,61.6,56.0,1784
0.5,Ideal,G,VVS2,62.7,54.0,1784
0.52,Ideal,G,VVS2,61.6,56.0,1784
0.52,Fair,F,VS1,57.2,59.0,1784
0.56,Ideal,E,SI1,62.8,58.0,1784
1.0,Fair,J,I1,65.0,59.0,1784
0.57,Very Good,E,VS2,61.0,57.0,1785
0.56,Very Good,E,SI1,58.5,59.0,1785
0.58,Very Good,D,SI1,60.2,58.0,1785
0.72,Premium,J,SI1,62.0,58.0,1785
0.61,Good,G,VS1,60.2,61.0,1785
0.81,Premium,I,SI2,61.5,60.0,1786
0.55,Premium,E,VS2,60.5,58.0,1786
0.55,Ideal,G,VS1,61.6,55.0,1786
0.55,Ideal,G,VS1,60.9,55.0,1786
0.55,Very Good,E,VS2,61.4,57.0,1786
0.55,Very Good,G,VS1,62.0,57.0,1786
0.55,Very Good,E,VS2,61.5,56.0,1786
0.53,Ideal,E,VS2,60.9,56.0,1786
0.64,Good,H,VS1,61.8,60.3,1786
0.54,Premium,H,VVS2,60.6,60.0,1786
0.54,Premium,F,VS2,59.4,57.0,1786
0.54,Premium,F,VS2,59.5,58.0,1786
0.54,Ideal,F,VS2,60.3,55.0,1786
0.54,Ideal,F,VS2,60.1,56.0,1786
0.54,Ideal,F,VS2,61.4,57.0,1786
0.54,Ideal,F,VS2,62.2,57.0,1786
0.54,Premium,F,VS2,61.8,58.0,1786
0.54,Ideal,F,VS2,62.3,56.0,1786
0.54,Ideal,D,SI1,60.8,57.0,1786
0.54,Ideal,D,SI1,60.7,56.0,1786
0.54,Ideal,D,SI1,62.1,56.0,1786
0.54,Premium,D,SI1,60.4,60.0,1786
0.54,Premium,D,SI1,62.1,56.0,1786
0.54,Ideal,D,SI1,61.5,56.0,1786
0.54,Premium,D,SI1,62.0,55.0,1786
0.54,Premium,D,SI1,62.1,58.0,1786
0.54,Ideal,D,SI1,62.4,57.0,1786
0.54,Ideal,D,SI1,62.9,57.0,1786
0.54,Very Good,D,VS2,63.2,55.0,1786
0.9,Fair,I,I1,67.2,60.0,1786
0.5,Ideal,G,VVS2,61.4,56.0,1787
0.51,Ideal,D,VS2,62.7,55.0,1787
0.51,Very Good,D,VS2,60.5,60.0,1787
0.51,Very Good,D,VS2,61.1,59.0,1787
0.51,Ideal,D,VS2,61.8,55.0,1787
0.51,Ideal,D,VS2,61.8,55.0,1787
0.51,Ideal,D,VS2,61.9,56.0,1787
0.51,Ideal,D,VS2,62.3,55.0,1787
0.51,Ideal,D,VS2,62.3,57.0,1787
0.3,Premium,H,VS1,61.4,59.0,526
0.3,Very Good,G,VS2,62.2,60.0,526
0.3,Ideal,H,VS1,61.6,55.0,526
0.3,Premium,H,VS1,62.5,58.0,526
0.3,Premium,H,VS1,62.2,60.0,526
0.3,Premium,H,VS1,62.6,59.0,526
0.3,Premium,E,SI1,60.0,60.0,526
0.3,Ideal,H,VS1,62.2,57.0,526
0.3,Ideal,G,VS2,61.3,56.0,526
0.3,Very Good,E,SI1,60.6,56.0,526
0.3,Ideal,H,VS1,62.7,55.0,526
0.3,Very Good,E,SI1,62.9,56.0,526
0.3,Good,G,VS2,63.1,57.0,526
0.3,Very Good,E,SI1,62.9,56.0,526
0.3,Very Good,E,SI1,62.7,60.0,526
0.3,Good,E,SI1,63.7,59.0,526
0.3,Ideal,G,VS2,61.3,56.0,526
0.3,Good,E,SI1,63.7,58.0,526
0.3,Premium,I,VVS2,61.7,58.0,526
0.3,Good,E,SI1,63.2,56.0,526
0.3,Very Good,I,VVS2,60.1,63.0,526
0.3,Very Good,E,SI1,62.9,57.0,526
0.3,Premium,E,SI1,61.3,60.0,526
0.4,Very Good,J,SI1,61.4,58.0,526
0.3,Premium,E,SI1,60.6,58.0,526
0.3,Very Good,E,SI1,62.1,60.0,526
0.3,Very Good,G,VS2,60.8,61.0,526
0.3,Very Good,E,SI1,61.9,58.0,526
0.3,Very Good,G,VS2,63.0,55.0,526
0.3,Good,H,VS1,63.3,57.0,526
0.51,Premium,D,VS2,59.7,58.0,1787
0.51,Ideal,D,VS2,61.5,57.0,1787
0.51,Ideal,D,VS2,61.9,57.0,1787
0.51,Ideal,D,VS2,61.9,57.0,1787
0.51,Ideal,D,VS2,61.2,55.0,1787
0.51,Ideal,D,VS2,61.7,55.0,1787
0.51,Ideal,D,VS2,62.1,56.0,1787
0.51,Ideal,D,VS2,61.6,56.0,1787
0.51,Ideal,D,VS2,62.4,55.0,1787
0.51,Ideal,D,VS2,61.5,55.0,1787
0.51,Ideal,D,VS2,61.9,55.0,1787
0.51,Ideal,D,VS2,61.2,55.0,1787
0.51,Ideal,D,VS2,60.9,56.0,1787
0.56,Ideal,F,VS1,62.7,56.0,1787
0.56,Ideal,H,VVS1,62.3,55.0,1787
0.97,Fair,F,I1,68.5,54.0,1787
0.7,Very Good,J,SI2,61.7,59.0,1788
0.72,Very Good,J,SI2,60.1,58.0,1788
0.71,Good,I,SI1,62.6,63.0,1788
0.57,Fair,F,VS1,64.5,61.0,1788
0.59,Very Good,E,VS2,62.3,55.0,1789
0.59,Ideal,E,VS2,61.5,56.0,1789
0.59,Ideal,G,VS2,62.6,54.0,1789
0.59,Premium,G,VS2,61.1,57.0,1789
0.59,Premium,E,SI1,61.8,60.0,1789
0.59,Ideal,E,SI1,62.4,55.0,1789
0.59,Ideal,E,SI1,61.4,56.0,1789
0.59,Ideal,E,SI1,62.0,55.0,1789
0.59,Ideal,E,SI1,62.9,57.0,1789
0.99,Fair,J,I1,73.6,60.0,1789
0.58,Very Good,I,VVS1,63.0,57.0,1790
0.7,Ideal,J,VVS2,62.7,56.0,1790
0.7,Good,H,SI2,62.8,57.0,1790
0.7,Good,I,SI1,62.8,59.0,1790
0.7,Ideal,I,SI1,61.3,57.0,1790
0.7,Very Good,G,SI2,58.2,63.0,1790
0.59,Ideal,E,SI1,61.1,56.0,1790
0.58,Ideal,F,VS2,62.1,56.0,1790
0.58,Ideal,F,VS2,62.1,55.0,1790
0.52,Ideal,H,VS1,61.7,55.0,1790
0.5,Very Good,G,VVS2,63.0,58.0,1791
0.53,Ideal,G,VS1,61.5,57.0,1791
0.56,Ideal,E,VS1,62.3,57.0,1791
0.56,Ideal,E,VS1,60.8,55.0,1791
0.48,Ideal,G,IF,61.9,55.0,1791
0.5,Good,G,VVS2,64.1,56.0,1791
0.5,Fair,G,VVS2,62.9,67.0,1791
0.56,Ideal,E,VS2,61.5,57.0,1792
0.5,Ideal,D,VS1,61.9,54.0,1792
0.5,Fair,D,VVS1,65.9,64.0,1792
0.55,Premium,G,VS1,59.4,62.0,1792
0.55,Ideal,G,VS1,61.3,57.0,1792
0.55,Ideal,E,VS2,61.4,56.0,1792
0.55,Ideal,E,VS2,61.8,57.0,1792
0.7,Fair,F,SI2,64.8,57.0,1792
0.77,Premium,J,VS2,62.3,58.0,1792
0.7,Premium,F,SI2,61.2,59.0,1792
0.7,Very Good,F,SI2,63.2,59.0,1792
0.7,Good,F,SI2,64.1,58.0,1792
0.52,Ideal,E,VS1,62.6,57.0,1793
0.52,Ideal,E,VS1,62.5,56.0,1793
0.59,Ideal,E,SI1,60.7,56.0,1793
0.59,Ideal,D,SI1,61.3,59.0,1793
0.6,Good,G,VS2,64.3,57.0,1793
0.6,Good,G,VS2,59.8,61.9,1793
0.7,Good,E,SI2,56.9,61.0,1793
0.61,Good,E,SI1,61.3,61.0,1793
0.52,Premium,E,VS1,61.6,58.0,1793
0.51,Very Good,D,VS2,63.1,58.0,1793
0.51,Very Good,D,VS2,63.5,56.0,1793
0.51,Very Good,D,VS2,63.5,56.0,1793
0.61,Premium,H,VS1,59.6,61.0,1793
0.52,Very Good,G,VVS2,62.0,57.0,1794
0.51,Ideal,G,VVS2,62.1,55.5,1794
0.58,Premium,E,SI1,61.6,59.0,1794
0.47,Very Good,D,VS1,60.0,59.0,1795
0.5,Good,D,VS1,64.3,54.0,1795
0.7,Very Good,I,SI2,62.4,58.0,1795
0.7,Very Good,I,SI2,59.5,58.0,1795
0.6,Ideal,G,VS2,62.1,56.0,1795
0.51,Ideal,E,VS2,61.2,57.0,1795
0.55,Very Good,D,VS2,62.2,60.0,1796
0.85,Premium,I,I1,59.6,58.0,1796
0.53,Ideal,G,VVS2,62.3,54.0,1797
0.58,Ideal,F,VS2,60.6,55.0,1798
0.58,Ideal,F,VS2,62.4,57.0,1798
0.52,Ideal,H,IF,61.8,55.0,1798
0.72,Very Good,H,SI2,63.5,55.0,1799
0.5,Very Good,H,IF,61.0,60.0,1799
0.55,Ideal,G,VVS2,62.3,53.0,1799
0.55,Very Good,D,VS2,62.8,57.0,1799
0.54,Ideal,F,VS1,62.2,55.0,1799
0.72,Fair,H,SI2,66.0,60.0,1799
0.72,Good,H,SI2,64.1,58.0,1799
0.72,Fair,I,SI1,64.8,54.0,1799
0.6,Premium,D,SI1,62.9,58.0,1799
0.72,Premium,I,SI1,60.6,57.0,1799
0.51,Premium,F,VS1,60.3,57.0,1799
0.51,Very Good,G,VVS1,62.9,57.0,1800
0.51,Good,G,VVS2,63.7,54.0,1800
0.51,Good,G,VVS2,63.3,58.0,1800
0.51,Good,G,VVS2,63.4,57.0,1800
0.61,Ideal,E,SI1,61.2,56.0,1800
0.46,Ideal,G,VVS1,61.6,55.0,1800
0.57,Ideal,H,VS1,60.9,56.0,1800
0.53,Ideal,F,VS1,61.4,57.0,1800
0.61,Premium,G,VS2,63.0,58.0,1800
0.53,Ideal,H,VVS2,61.8,56.0,1800
0.71,Ideal,H,SI2,62.6,56.0,1800
0.65,Very Good,I,VVS1,61.8,56.0,1801
0.5,Very Good,E,VS1,60.9,58.0,1801
0.54,Ideal,G,VVS2,62.6,57.0,1801
0.57,Good,F,VS1,60.0,61.0,1801
0.7,Very Good,I,SI2,63.5,56.0,1801
0.53,Ideal,E,VS2,61.5,56.0,1801
0.53,Ideal,E,VS2,61.8,56.0,1801
0.5,Premium,E,VS1,60.4,60.0,1801
0.52,Ideal,D,VS2,60.3,56.0,1802
0.73,Fair,J,VS1,64.6,60.0,1802
0.52,Ideal,D,VS2,61.9,55.0,1802
0.66,Premium,F,SI1,60.6,58.0,1802
0.7,Fair,H,SI1,65.0,59.0,1803
0.52,Ideal,G,VS1,61.2,56.0,1803
0.52,Ideal,G,VS1,61.9,55.5,1803
0.56,Ideal,D,SI1,61.9,55.0,1803
0.53,Ideal,F,VS2,61.6,57.0,1803
0.59,Ideal,G,VS1,64.1,54.0,1803
0.74,Premium,I,SI2,60.6,60.0,1803
0.5,Very Good,D,VS1,62.3,60.0,1804
0.54,Ideal,G,VS1,61.8,55.3,1804
0.61,Very Good,F,VS2,62.6,60.0,1805
0.71,Very Good,J,SI2,60.7,61.0,1805
0.55,Ideal,F,VS1,61.4,55.0,1805
0.58,Ideal,I,VVS1,62.1,56.0,1805
1.0,Fair,I,I1,68.6,56.0,1805
0.52,Very Good,E,VS1,62.3,59.0,1806
0.5,Very Good,E,VS1,59.0,60.0,1806
0.5,Very Good,E,VS1,60.0,60.0,1806
0.5,Good,E,VS1,58.2,61.0,1806
0.46,Good,F,IF,57.5,58.0,1806
0.46,Good,F,IF,56.2,61.0,1806
0.5,Very Good,G,VVS2,63.4,57.0,1806
0.5,Premium,G,VVS2,62.2,61.0,1806
0.5,Premium,G,VVS2,62.1,61.0,1806
0.5,Premium,G,VVS2,60.5,62.0,1806
0.5,Good,G,VVS2,63.9,58.0,1806
0.5,Good,G,VVS2,63.8,56.0,1806
0.7,Very Good,D,SI2,63.1,58.0,1806
0.7,Good,F,SI2,63.6,56.0,1806
0.7,Premium,F,SI2,60.6,57.0,1806
0.7,Premium,F,SI2,60.3,58.0,1806
0.52,Ideal,F,VS2,60.0,62.0,1806
0.55,Ideal,H,VVS2,61.7,57.0,1806
0.7,Fair,D,SI2,65.5,57.0,1806
0.7,Premium,D,SI2,59.8,59.0,1806
0.72,Premium,F,SI2,61.1,59.0,1806
0.57,Very Good,E,VS2,62.1,59.0,1807
0.7,Very Good,H,SI2,63.8,59.0,1807
0.77,Very Good,J,SI1,62.3,58.0,1807
0.53,Ideal,G,VS2,60.9,56.0,1807
0.51,Premium,D,VS2,62.0,59.0,1807
0.51,Premium,D,VS2,62.7,59.0,1807
0.51,Premium,D,VS2,62.0,60.0,1807
0.51,Ideal,D,VS2,61.4,57.0,1807
0.5,Premium,D,VS1,62.8,58.0,1807
0.53,Premium,D,VS2,60.2,58.0,1808
0.71,Premium,G,SI2,59.9,59.0,1808
0.6,Premium,D,VS2,60.9,61.0,1808
0.7,Fair,H,SI1,64.8,57.0,1808
0.72,Premium,E,SI2,59.3,60.0,1808
0.5,Ideal,D,VS2,61.2,55.0,1808
0.7,Premium,H,SI2,60.5,61.0,1808
0.96,Fair,H,I1,60.1,62.0,1808
0.96,Fair,H,I1,67.4,62.0,1808
0.62,Ideal,H,VS1,63.0,56.0,1808
0.58,Ideal,E,VS2,61.7,57.0,1809
0.58,Ideal,E,VS2,62.3,54.0,1809
0.52,Ideal,H,VVS1,61.2,57.0,1809
0.58,Ideal,F,VS2,60.6,56.0,1809
0.58,Ideal,E,VS2,60.6,56.0,1809
0.53,Ideal,D,VS2,62.2,56.0,1809
0.54,Ideal,G,VS1,61.7,56.0,1809
0.55,Ideal,F,VS1,61.3,57.0,1809
0.67,Premium,F,SI1,61.3,59.0,1809
0.67,Ideal,G,SI1,62.9,54.0,1809
0.76,Good,J,SI1,63.8,57.0,1809
0.79,Very Good,G,SI2,63.4,60.0,1809
0.51,Ideal,G,VVS1,62.8,53.0,1810
0.51,Ideal,D,VS1,62.2,55.0,1810
0.57,Ideal,D,SI1,61.4,55.0,1810
0.58,Ideal,F,VS2,61.9,60.0,1811
0.67,Good,G,SI1,62.9,59.0,1811
0.7,Fair,H,VS1,67.2,55.0,1811
0.56,Ideal,F,SI1,61.1,56.0,1811
0.64,Premium,E,SI1,61.3,58.0,1811
0.53,Ideal,F,VS1,62.1,57.0,1812
0.53,Ideal,F,VS1,61.8,56.0,1812
0.53,Ideal,F,VS1,62.2,55.0,1812
0.53,Ideal,F,VS1,62.3,55.0,1812
0.53,Ideal,F,VS1,62.0,55.0,1812
0.58,Premium,E,SI1,62.1,58.0,1812
0.61,Premium,E,SI1,60.1,59.0,1812
0.51,Premium,D,VS2,61.9,62.0,1812
0.51,Good,E,VS2,57.6,62.0,1812
0.51,Very Good,F,VS1,59.9,63.0,1812
0.59,Very Good,F,VS2,60.1,57.0,1813
0.54,Very Good,F,VS1,61.0,58.0,1813
0.51,Ideal,G,VVS2,60.1,56.0,1813
0.5,Very Good,G,VVS2,61.4,57.0,1813
0.53,Ideal,D,VS1,61.5,55.0,1813
0.51,Good,G,VVS2,58.1,62.0,1813
0.53,Premium,G,VS1,60.1,58.0,1813
0.53,Ideal,G,VS1,61.8,55.0,1813
0.53,Ideal,G,VS1,61.9,56.0,1813
0.53,Ideal,G,VS1,62.6,54.0,1813
0.53,Premium,G,VS1,62.4,58.0,1813
0.53,Ideal,G,VS1,61.9,56.0,1813
0.53,Ideal,G,VS1,62.1,57.0,1813
0.53,Ideal,G,VS1,62.7,55.0,1813
0.53,Ideal,E,VS2,60.0,57.0,1813
0.53,Premium,E,VS2,59.8,58.0,1813
0.53,Ideal,E,VS2,61.9,55.0,1813
0.53,Ideal,E,VS2,61.3,55.0,1813
0.53,Ideal,E,VS2,61.4,56.0,1813
0.53,Premium,E,VS2,61.6,57.0,1813
0.53,Ideal,E,VS2,61.4,56.0,1813
0.53,Ideal,E,VS2,61.9,56.0,1813
0.53,Ideal,E,VS2,62.7,54.0,1813
0.53,Ideal,E,VS2,62.4,56.0,1813
0.53,Premium,E,VS2,60.9,60.0,1813
0.53,Ideal,E,VS2,62.1,56.0,1813
0.56,Ideal,H,VVS2,60.9,57.0,1814
0.72,Ideal,H,SI2,61.8,55.0,1814
0.7,Premium,I,VS2,61.0,59.0,1814
0.7,Ideal,G,SI2,61.6,57.0,1814
0.7,Premium,G,SI2,62.5,62.0,1814
0.54,Premium,F,VS2,62.4,55.0,1814
0.7,Very Good,G,SI2,63.3,57.0,1814
0.72,Premium,J,VS2,62.6,58.0,1814
0.47,Ideal,G,IF,62.1,54.0,1814
0.7,Fair,I,VS2,66.1,56.0,1814
0.56,Ideal,F,VS2,62.1,57.0,1814
0.56,Ideal,F,VS2,61.6,55.0,1814
0.56,Premium,H,VVS2,59.8,57.0,1814
0.56,Ideal,F,VS2,62.6,55.0,1814
0.6,Premium,D,SI1,61.5,52.0,1814
0.56,Ideal,F,VS2,61.3,54.0,1814
0.56,Ideal,D,SI1,61.2,56.0,1814
0.56,Ideal,D,SI1,61.4,57.0,1814
0.56,Ideal,D,SI1,60.5,57.0,1814
0.56,Premium,D,SI1,59.9,60.0,1814
0.56,Premium,D,SI1,60.6,59.0,1814
0.56,Ideal,D,SI1,62.3,56.0,1814
0.56,Premium,D,SI1,61.9,58.0,1814
